STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;REF_AREA;Reference area;FREQ;Frequency of observation;MEASURE;Measure.1;UNIT_MEASURE;Unit of measure;AGE;Age.1;SEX;Sex.1;SOCIO_ECON_STATUS;Socio-economic status;DEATH_CAUSE;Cause of death;CALC_METHODOLOGY;Calculation methodology;GESTATION_THRESHOLD;Gestation period threshold;HEALTH_STATUS;Health status;DISEASE;Disease.1;CANCER_SITE;Cancer site;TIME_PERIOD;Time period;OBS_VALUE;Observation value;DECIMALS;Decimals.1;OBS_STATUS;Observation status;OBS_STATUS2;Observation status 2;OBS_STATUS3;Observation status 3;UNIT_MULT;Unit multiplier
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;18289;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;18634;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2013;;18550;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;18642;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;18033;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;17643;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;17832;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;AUT;Austria;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;18707;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2000;;28926;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2001;;27987;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2002;;27392;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2003;;26803;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2007;;24299;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;23160;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;23099;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2013;;23014;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;22266;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2016;;21837;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;BEL;Belgium;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;24797;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2000;;66148;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;65093;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;66681;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;66079;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;65697;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2013;;68374;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;70021;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;72401;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;74751;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;79478;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CAN;Canada;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2022;;79978;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2001;;33791;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2002;;32883;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2006;;32180;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;32060;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;34127;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2013;;33855;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;34436;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;33684;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CHL;Chile;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;34509;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2002;;110426;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;95522;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;93683;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2012;;91091;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;90039;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;92408;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2017;;94979;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;99098;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;COL;Colombia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;131982;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2001;;6847;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;7004;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;6646;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2006;;7085;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2007;;6391;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;6676;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;7728;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;7402;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2013;;7358;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2014;;7643;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CRI;Costa Rica;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;9103;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2000;;42301;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2004;;38404;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2005;;37226;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2008;;35036;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2009;;35024;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2010;;34917;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2011;;34240;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2015;;33881;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2018;;32994;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2019;;32055;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2020;;35627;;;;;;;;;;;
DATAFLOW;OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.0);Avoidable mortality;I;CZE;Czechia;A;Annual;AVM;Avoidable mortality;DT;Deaths;_T;Total;_T;Total;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;_Z;Not applicable;2021;;42826;;;;;;;;;;;
